FEI Number,Legal Name,Street Address,City,State/Province,Zip Code,Country/Area,District,Program Area,Fiscal Year,Inspection End Date,Posting Date,Classification,Observation_1,Observation_2,Observation_3
4722543,"Johnson & Johnson Inc","926 Industrial Blvd",Miami,MN,87175,Germany,Chicago,OTC Drugs,2022,2022-03-06,2022-03-06,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
4955813,"Lupin Ltd","819 Industrial Blvd",Seattle,NY,24003,Switzerland,Pacific,CDER,2023,2022-10-09,2022-10-09,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
5799220,"Aurobindo Pharma Ltd","480 Industrial Blvd",Dallas,PA,60975,India,Dallas,Medical Devices,2024,2022-12-08,2022-12-08,OAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
6762122,"Alkem Laboratories Ltd","236 Industrial Blvd",Dallas,IN,24625,United Kingdom,Mid-Atlantic,CBER,2023,2026-10-06,2026-10-06,VAI,"Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed.",,
8877282,"Abbott Laboratories","510 Industrial Blvd",Boston,NC,86795,Ireland,Florida/Caribbean,OTC Drugs,2022,2026-12-02,2026-12-02,NAI,,,
2784969,"Abbott Laboratories","450 Industrial Blvd",Seattle,PA,27997,China,Denver,CDRH,2025,2024-08-13,2024-08-13,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",
4491512,"Mylan Laboratories Ltd","919 Industrial Blvd",Miami,NJ,92738,China,Southeast,Drugs,2023,2022-04-11,2022-04-11,NAI,,,
3847507,"Teva API India Ltd","488 Industrial Blvd",Denver,IL,71695,Canada,Denver,Medical Devices,2022,2024-09-13,2024-09-13,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.",,
3297059,"Pfizer Manufacturing LLC","347 Industrial Blvd",San Diego,MA,74870,Japan,Southeast,Drugs,2025,2025-06-18,2025-06-18,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.",,
1790178,"Hikma Pharmaceuticals USA","551 Industrial Blvd",Seattle,TX,10974,Japan,Southeast,CBER,2025,2025-10-12,2025-10-12,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).",,
1362730,"Mylan Laboratories Ltd","913 Industrial Blvd",Chicago,OH,52560,United States,Minneapolis/St Paul,OTC Drugs,2024,2026-05-01,2026-05-01,VAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.",,
1245668,"Cadila Healthcare Ltd","293 Industrial Blvd",Dallas,IL,24779,Japan,Minneapolis/St Paul,API,2024,2023-11-06,2023-11-06,VAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",,
9747475,"Mylan Laboratories Ltd","186 Industrial Blvd",Philadelphia,GA,76337,China,New York/New Jersey,Animal Drugs,2022,2022-06-17,2022-06-17,OAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.",
5974883,"Wockhardt Ltd","329 Industrial Blvd",Boston,NC,48892,Ireland,New York/New Jersey,Biologics,2023,2023-06-18,2023-06-18,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
6638493,"Cadila Healthcare Ltd","163 Industrial Blvd",Seattle,CA,24859,Canada,Pacific,Drugs,2022,2025-01-29,2025-01-29,OAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
7253616,"Baxter Healthcare Corp","899 Industrial Blvd",Atlanta,NY,95872,Germany,New York/New Jersey,CDRH,2022,2024-04-11,2024-04-11,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.",
3275581,"Abbott Laboratories","375 Industrial Blvd",Miami,NJ,96854,Japan,Pacific,Drugs,2024,2023-07-27,2023-07-27,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
9219698,"Cipla Ltd","286 Industrial Blvd",Denver,CA,83642,Japan,Florida/Caribbean,CDRH,2025,2025-02-22,2025-02-22,NAI,,,
7555896,"Lupin Ltd","319 Industrial Blvd",Philadelphia,TX,40938,China,San Francisco,Medical Devices,2023,2024-12-13,2024-12-13,VAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.",
7457345,"Dr Reddy Laboratories Ltd","597 Industrial Blvd",Newark,IL,43287,United Kingdom,New York/New Jersey,CBER,2024,2023-05-09,2023-05-09,NAI,,,
4634538,"Cipla Ltd","385 Industrial Blvd",Boston,TX,13227,Italy,Pacific,Drugs,2024,2026-11-20,2026-11-20,OAI,"Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
8116772,"Hikma Pharmaceuticals USA","393 Industrial Blvd",Denver,PA,40758,Germany,Chicago,CDRH,2023,2024-07-07,2024-07-07,OAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.",
5904176,"Hikma Pharmaceuticals USA","896 Industrial Blvd",Atlanta,CA,74980,Ireland,Southeast,Veterinary,2023,2026-03-06,2026-03-06,NAI,,,
1147765,"Wockhardt Ltd","888 Industrial Blvd",Dallas,WI,60995,United States,Mid-Atlantic,Animal Drugs,2022,2025-12-21,2025-12-21,NAI,,,
7847840,"Teva API India Ltd","707 Industrial Blvd",Philadelphia,NC,19597,Italy,Kansas City,CDER,2022,2023-07-07,2023-07-07,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d)."
1157539,"Cadila Healthcare Ltd","182 Industrial Blvd",Atlanta,IL,97244,United Kingdom,San Francisco,CFSAN,2022,2023-08-31,2023-08-31,NAI,,,
3526343,"Hikma Pharmaceuticals USA","356 Industrial Blvd",Dallas,PA,69221,United Kingdom,Denver,CFSAN,2023,2024-03-05,2024-03-05,NAI,,,
7053917,"Alkem Laboratories Ltd","590 Industrial Blvd",Seattle,NY,21270,Italy,New England,Biologics,2023,2026-10-16,2026-10-16,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent."
3686090,"Pfizer Manufacturing LLC","492 Industrial Blvd",Dallas,NY,20568,United Kingdom,New England,Veterinary,2024,2022-08-30,2022-08-30,VAI,"Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a).","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established."
5622938,"Alkem Laboratories Ltd","958 Industrial Blvd",Chicago,GA,86154,United States,Southeast,Medical Devices,2023,2025-01-27,2025-01-27,NAI,,,
2017156,"Fresenius Kabi USA LLC","705 Industrial Blvd",Newark,TX,37628,Canada,Denver,Animal Drugs,2024,2022-08-29,2022-08-29,OAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b)."
4378958,"Hikma Pharmaceuticals USA","382 Industrial Blvd",Seattle,OH,29086,Canada,San Francisco,CBER,2025,2026-09-25,2026-09-25,VAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",
5677523,"Mylan Laboratories Ltd","734 Industrial Blvd",Chicago,IN,73872,Italy,Kansas City,Biologics,2025,2026-01-08,2026-01-08,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).",
8142210,"Cipla Ltd","275 Industrial Blvd",Dallas,NJ,90140,Canada,Mid-Atlantic,CBER,2023,2025-03-01,2025-03-01,VAI,"Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
2448904,"Cadila Healthcare Ltd","615 Industrial Blvd",Chicago,PA,78249,Japan,Mid-Atlantic,OTC Drugs,2023,2026-07-25,2026-07-25,NAI,,,
8523504,"Hikma Pharmaceuticals USA","689 Industrial Blvd",Chicago,TX,76210,Switzerland,Southeast,Drugs,2025,2023-08-14,2023-08-14,NAI,,,
3191533,"Glenmark Pharmaceuticals Ltd","550 Industrial Blvd",Boston,GA,99836,Germany,Kansas City,Veterinary,2023,2025-11-10,2025-11-10,NAI,,,
2030935,"Lilly USA LLC","269 Industrial Blvd",San Diego,NY,55503,United Kingdom,Dallas,Drugs,2022,2023-12-22,2023-12-22,NAI,,,
2129108,"Novartis Pharmaceuticals Corp","523 Industrial Blvd",Chicago,NC,15642,India,Minneapolis/St Paul,CDER,2023,2025-07-15,2025-07-15,NAI,,,
8437115,"Sun Pharma Industries Ltd","371 Industrial Blvd",Miami,IN,17904,United Kingdom,Florida/Caribbean,Medical Devices,2024,2025-07-12,2025-07-12,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",
3838434,"Dr Reddy Laboratories Ltd","594 Industrial Blvd",Atlanta,GA,30263,India,Los Angeles,Biologics,2022,2023-03-07,2023-03-07,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.",,
2862906,"Glenmark Pharmaceuticals Ltd","365 Industrial Blvd",Atlanta,GA,94979,Switzerland,Minneapolis/St Paul,CFSAN,2025,2024-05-29,2024-05-29,NAI,,,
5629190,"Sun Pharma Industries Ltd","897 Industrial Blvd",San Diego,MN,31378,United Kingdom,New York/New Jersey,Drugs,2024,2022-08-04,2022-08-04,NAI,,,
1363128,"Baxter Healthcare Corp","536 Industrial Blvd",Seattle,IN,84673,India,Kansas City,CFSAN,2023,2025-05-26,2025-05-26,NAI,,,
6133297,"Baxter Healthcare Corp","733 Industrial Blvd",Miami,NY,90747,Ireland,Los Angeles,Drugs,2022,2023-11-10,2023-11-10,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Change control system does not require impact assessment for changes to validated processes or analytical methods."
6328076,"Novartis Pharmaceuticals Corp","175 Industrial Blvd",Chicago,NY,90392,United Kingdom,Mid-Atlantic,Animal Drugs,2024,2026-12-22,2026-12-22,NAI,,,
2079468,"Wockhardt Ltd","910 Industrial Blvd",Seattle,NY,51213,Canada,Florida/Caribbean,Medical Devices,2025,2025-11-02,2025-11-02,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.","Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent."
9270201,"Hikma Pharmaceuticals USA","158 Industrial Blvd",Chicago,PA,24124,Canada,Southeast,Drugs,2025,2026-12-21,2026-12-21,OAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates."
6664536,"Fresenius Kabi USA LLC","954 Industrial Blvd",Philadelphia,NJ,37115,Germany,New England,Drugs,2023,2023-06-13,2023-06-13,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).",
9573159,"Alkem Laboratories Ltd","880 Industrial Blvd",Seattle,IL,61321,India,New England,CFSAN,2022,2026-12-06,2026-12-06,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.","Supplier qualification program lacks periodic re-qualification requirements. 12 of 20 critical suppliers have not been re-assessed."
2761612,"Cipla Ltd","763 Industrial Blvd",Dallas,NY,81113,Germany,Chicago,Animal Drugs,2025,2026-12-17,2026-12-17,NAI,,,
8631226,"Abbott Laboratories","503 Industrial Blvd",Miami,MN,93326,Germany,Florida/Caribbean,Biologics,2023,2026-07-29,2026-07-29,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Batch records do not document complete reconciliation of yields at each appropriate phase of processing per 21 CFR 211.188(b)(11).","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
4741957,"Cipla Ltd","270 Industrial Blvd",Atlanta,CA,53251,United States,New England,CDER,2025,2025-06-04,2025-06-04,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.",
4718261,"Baxter Healthcare Corp","358 Industrial Blvd",Boston,TX,20362,Germany,Florida/Caribbean,CFSAN,2022,2024-10-24,2024-10-24,OAI,"Equipment used in the manufacture of drug products is not maintained, cleaned, and sanitized at appropriate intervals per 21 CFR 211.67(a).","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.",
7438373,"Baxter Healthcare Corp","175 Industrial Blvd",Newark,IL,61738,Ireland,Kansas City,Drugs,2022,2026-11-18,2026-11-18,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d)."
1816716,"Abbott Laboratories","270 Industrial Blvd",Dallas,IL,15758,Ireland,New York/New Jersey,OTC Drugs,2024,2022-10-25,2022-10-25,NAI,,,
8902399,"Baxter Healthcare Corp","885 Industrial Blvd",Denver,MN,23028,Italy,Kansas City,Drugs,2022,2023-10-11,2023-10-11,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.",,
7294287,"Teva API India Ltd","804 Industrial Blvd",Dallas,GA,72064,India,Southeast,Medical Devices,2022,2023-09-08,2023-09-08,OAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use.","Stability testing program does not include testing at appropriate intervals as required by 21 CFR 211.166(a)."
8052041,"Wockhardt Ltd","246 Industrial Blvd",Denver,WI,16521,Canada,Mid-Atlantic,OTC Drugs,2024,2022-09-08,2022-09-08,NAI,,,
3007043,"Baxter Healthcare Corp","622 Industrial Blvd",Philadelphia,PA,11601,China,Pacific,CFSAN,2025,2025-10-26,2025-10-26,NAI,,,
8411620,"Dr Reddy Laboratories Ltd","532 Industrial Blvd",Philadelphia,OH,24085,Canada,Dallas,Medical Devices,2022,2024-10-27,2024-10-27,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.",,
9381116,"Fresenius Kabi USA LLC","578 Industrial Blvd",Miami,MN,49586,Ireland,Chicago,Biologics,2024,2024-08-14,2024-08-14,VAI,"CAPA procedures lack effectiveness checks and defined timelines for corrective action implementation.","Change control system does not require impact assessment for changes to validated processes or analytical methods.",
4799078,"Pfizer Manufacturing LLC","256 Industrial Blvd",Philadelphia,OH,97406,Ireland,Mid-Atlantic,Biologics,2024,2026-08-01,2026-08-01,NAI,,,
5044046,"Wockhardt Ltd","218 Industrial Blvd",Chicago,CA,89741,Germany,Chicago,OTC Drugs,2023,2024-08-08,2024-08-08,NAI,,,
9049558,"Wockhardt Ltd","399 Industrial Blvd",Boston,IL,17364,Switzerland,Florida/Caribbean,OTC Drugs,2022,2022-08-03,2022-08-03,OAI,"Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Equipment qualification (IQ/OQ/PQ) is not performed for new manufacturing equipment prior to use."
6517612,"Cipla Ltd","794 Industrial Blvd",San Diego,MN,59065,China,Dallas,CDER,2025,2023-12-04,2023-12-04,VAI,"Facility design and construction does not prevent contamination of drug product per 21 CFR 211.42(b). HVAC differential pressure monitoring records absent.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Computer system used for batch release decisions was not validated per 21 CFR 11.10. No validation documentation available."
8658322,"Lilly USA LLC","448 Industrial Blvd",Philadelphia,PA,64187,Switzerland,Chicago,Biologics,2025,2025-10-08,2025-10-08,VAI,"Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records.",,
2693592,"Teva API India Ltd","253 Industrial Blvd",Chicago,PA,90493,United States,Chicago,Animal Drugs,2023,2022-02-12,2022-02-12,VAI,"Environmental monitoring program does not adequately cover all critical and controlled areas. Alert and action limits not established.",,
9627217,"Mylan Laboratories Ltd","424 Industrial Blvd",Chicago,NC,32470,Switzerland,Mid-Atlantic,Medical Devices,2023,2023-10-23,2023-10-23,NAI,,,
6203646,"Pfizer Manufacturing LLC","144 Industrial Blvd",Newark,OH,23621,Japan,Dallas,CBER,2023,2025-05-06,2025-05-06,OAI,"Change control system does not require impact assessment for changes to validated processes or analytical methods.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls."
4400242,"Baxter Healthcare Corp","734 Industrial Blvd",Newark,MA,81336,India,Chicago,Drugs,2023,2022-08-17,2022-08-17,VAI,"Out-of-specification (OOS) investigation procedures are inadequate. Root cause analysis incomplete for 3 of 7 OOS investigations reviewed.",,
4390639,"Teva API India Ltd","997 Industrial Blvd",Miami,OH,67951,Ireland,Mid-Atlantic,CFSAN,2024,2024-02-14,2024-02-14,VAI,"Failure to ensure complete data integrity and audit trail controls as required under 21 CFR 211.68(b). Electronic records lack appropriate access controls.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",
4641848,"Teva API India Ltd","623 Industrial Blvd",Chicago,MN,85452,Italy,Los Angeles,CBER,2022,2025-07-03,2025-07-03,NAI,,,
9582131,"Johnson & Johnson Inc","568 Industrial Blvd",Dallas,TX,93726,Italy,New England,Medical Devices,2023,2022-07-31,2022-07-31,OAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Electronic records subject to 21 CFR Part 11 were not validated. User access permissions allow modification without traceable documentation."
3121508,"Alkem Laboratories Ltd","628 Industrial Blvd",Dallas,NJ,64739,United States,Southeast,Biologics,2022,2025-05-18,2025-05-18,NAI,,,
4634265,"Sun Pharma Industries Ltd","376 Industrial Blvd",Philadelphia,TX,63463,United States,Kansas City,Medical Devices,2023,2026-08-20,2026-08-20,VAI,"Laboratory controls do not include the establishment of scientifically sound and appropriate specifications, standards, sampling plans, and test procedures under 21 CFR 211.160(b).","Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Audit trail review procedures are inadequate. Changes to critical data parameters not captured with time-stamped records."
9943305,"Merck Sharp & Dohme Corp","438 Industrial Blvd",Newark,OH,75249,Ireland,San Francisco,OTC Drugs,2022,2022-03-25,2022-03-25,NAI,,,
4808421,"Dr Reddy Laboratories Ltd","744 Industrial Blvd",Seattle,MN,34907,Italy,Chicago,CBER,2022,2025-10-27,2025-10-27,NAI,,,
1352858,"Baxter Healthcare Corp","714 Industrial Blvd",Miami,IL,47143,United Kingdom,Denver,Medical Devices,2022,2022-05-21,2022-05-21,NAI,,,
4068294,"Novartis Pharmaceuticals Corp","179 Industrial Blvd",Atlanta,MA,49087,United Kingdom,Dallas,OTC Drugs,2022,2022-01-02,2022-01-02,NAI,,,
6997544,"Hikma Pharmaceuticals USA","285 Industrial Blvd",Denver,IN,46560,United States,Los Angeles,CBER,2025,2022-03-09,2022-03-09,NAI,,,
7261350,"Dr Reddy Laboratories Ltd","738 Industrial Blvd",Dallas,WI,42209,China,New England,Medical Devices,2024,2024-06-26,2024-06-26,VAI,"Written procedures describing the quality control unit responsibilities and procedures are not followed as required by 21 CFR 211.22(d).","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",
7974625,"Wockhardt Ltd","903 Industrial Blvd",San Diego,NY,99600,Canada,New England,Animal Drugs,2022,2023-12-29,2023-12-29,VAI,"Calibration records for critical analytical instruments are incomplete. 4 instruments found with expired calibration certificates.","Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).","Backup and disaster recovery procedures for critical computer systems have not been tested within the required frequency."
5442943,"Mylan Laboratories Ltd","627 Industrial Blvd",Newark,NY,51538,Ireland,Kansas City,CFSAN,2022,2022-04-27,2022-04-27,VAI,"Written procedures are not followed for in-process testing and controls as required under 21 CFR 211.110(a).",,
